ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:26,Belfast,028 9045 5377     ,00:00:32,0,0.055
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,14:26,0870 Numbers,0870 9074798      ,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:26,Newtownards,028 9181 3173     ,00:00:17,0,0.045
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:27,Newtownards,028 9181 3173     ,00:05:59,0,0.27
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:27,Bangor NI,028 9147 0521     ,00:00:04,0,0.035
Intnl         ,2890735600,90735600/0001  ,,24/10/2006,14:30,Ireland Rep,35316605000,00:05:28,0,0.47
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:32,Holywood,028 9039 3920     ,00:00:44,0,0.06
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,14:34,Mobile Phone,07730 674808      ,00:02:33,0,0.315
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,14:34,0870 Numbers,0870 9074798      ,00:00:02,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,14:45,0870 Numbers,0870 9074798      ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:46,Bangor NI,028 9146 1498     ,00:01:22,0,0.085
Local         ,2890735600,90735600/0001  ,,24/10/2006,14:48,Glengormley,028 9084 8494     ,00:02:04,0,0.115
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,14:54,0870 Numbers,0870 9074798      ,00:00:43,0,0.05
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:03,Ballynahinch,028 9756 5525     ,00:00:01,0,0.035
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,15:03,0870 Numbers,0870 9074798      ,00:00:04,0,0.05
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:14,Mobile Phone,07753 686011      ,00:00:06,0,0.045
0845 numbers       ,2890735600,90735600/0001  ,,24/10/2006,15:25,0845 Numbers,0845 5842987      ,00:01:06,0,0.05
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:34,Belfast,028 9035 6655     ,00:04:13,0,0.2
0845 numbers       ,2890735600,90735600/0001  ,,24/10/2006,15:35,0845 Numbers,0845 6031145      ,00:04:01,0,0.135
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:36,Mobile Phone,07730 674808      ,00:01:33,0,0.205
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:37,Newtownards,028 9181 3173     ,00:00:38,0,0.06
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:39,Mobile Phone,07743 972550      ,00:00:52,0,0.13
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:40,Mobile Phone,07743 972550      ,00:00:04,0,0.04
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:40,Mobile Phone,07743 972550      ,00:00:09,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,15:41,0870 Numbers,0870 9074798      ,00:00:03,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,24/10/2006,15:41,Kilrea,028 2954 0191     ,00:00:58,0,0.11
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:44,Mobile Phone,07737 083562      ,00:00:32,0,0.135
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:45,Belfast,028 9087 0222     ,00:01:56,0,0.11
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,15:45,0870 Numbers,0870 9074798      ,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:47,Belfast,028 9053 4422     ,00:00:17,0,0.045
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:49,Belfast,028 9024 0785     ,00:02:21,0,0.125
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:50,Newtownards,028 9181 1538     ,00:03:14,0,0.16
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:53,Belfast,028 9044 5100     ,00:07:52,0,0.345
Intnl         ,2890735600,90735600/0001  ,,24/10/2006,15:53,Irish Rp mbl,3.53864E+11,00:00:37,0,0.31
Local         ,2890735600,90735600/0001  ,,24/10/2006,15:56,Belfast,028 9037 0030     ,00:02:05,0,0.115
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:57,Mobile Phone,07753 686011      ,00:01:49,0,0.23
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,15:57,Mobile Phone,07817 891729      ,00:06:14,0,0.765
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,16:02,0870 Numbers,0870 9074798      ,00:06:36,0,0.445
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:06,Belfast,028 9031 9220     ,00:11:33,0,0.495
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:07,Mobile Phone,07764 275349      ,00:02:58,0,0.36
Intnl         ,2890735600,90735600/0001  ,,24/10/2006,16:10,Irish Rp mbl,3.53862E+11,00:03:20,0,1.53
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:10,Mobile Phone,07917 544440      ,00:01:46,0,0.27
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:10,Belfast,028 9037 0030     ,00:00:14,0,0.04
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:11,Belfast,028 9073 5603     ,00:11:44,0,0.5
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:13,Belfast,028 9065 0222     ,00:00:31,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,24/10/2006,16:16,Ballymena,028 2565 6000     ,00:02:03,0,0.195
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:22,Mobile Phone,07793 226878      ,00:06:22,0,0.735
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:26,Carrickfergu,028 9336 8383     ,00:03:59,0,0.19
Intnl         ,2890735600,90735600/0001  ,,24/10/2006,16:26,Ireland Rep,35350429325,00:10:31,0,0.875
Ntnl          ,2890735600,90735600/0001  ,,24/10/2006,16:31,Ballymena,028 2565 6000     ,00:00:10,0,0.045
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:34,Mobile Phone,07710 377061      ,00:00:03,0,0.04
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:37,Mobile Phone,07710 377061      ,00:01:12,0,0.165
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:37,Mobile Phone,07894 820008      ,00:03:10,0,0.38
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:40,Belfast,028 9031 9220     ,00:01:49,0,0.105
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:45,Belfast,028 9062 8877     ,00:02:49,0,0.145
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:46,Belfast,028 9024 2111     ,00:01:21,0,0.085
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:49,Mobile Phone,07841 560744      ,00:02:45,0,0.335
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,16:49,Mobile Phone,07920 832229      ,00:00:53,0,0.15
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:53,Belfast,028 9024 0785     ,00:02:27,0,0.13
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:55,Antrim,028 9442 8288     ,00:01:49,0,0.105
Local         ,2890735600,90735600/0001  ,,24/10/2006,16:58,Lisburn,028 9264 0088     ,00:00:44,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,24/10/2006,16:59,London,020 7538 8230     ,00:00:58,0,0.11
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,16:59,0870 Numbers,0870 8509850      ,00:07:43,0,0.52
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,17:01,Mobile Phone,07919 496126      ,00:00:17,0,0.07
Local         ,2890735600,90735600/0001  ,,24/10/2006,17:05,Belfast,028 9053 3350     ,00:00:40,0,0.06
Local         ,2890735600,90735600/0001  ,,24/10/2006,17:15,Belfast,028 9066 4020     ,00:02:04,0,0.115
Mobile        ,2890735600,90735600/0001  ,,24/10/2006,17:29,Mobile Phone,07920 832282      ,00:05:58,0,0.84
Local         ,2890735600,90735600/0001  ,,24/10/2006,18:18,Hillsborough,028 9268 0043     ,00:00:03,0,0.035
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,18:29,0870 Numbers,0870 1540154      ,00:00:48,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,24/10/2006,18:30,0870 Numbers,0870 1540154      ,00:05:23,0,0.181
Local         ,2890735600,90735600/0001  ,,24/10/2006,21:50,Killinchy,028 9754 2947     ,00:02:55,0,0.06
Local         ,2890735600,90735600/0001  ,,25/10/2006,06:59,Belfast,028 9053 4555     ,00:00:11,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,06:59,Belfast,028 9053 4555     ,00:00:12,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,07:37,Belfast,028 9020 0666     ,00:00:34,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,08:20,Ballymena,028 2565 6000     ,00:00:24,0,0.065
Local         ,2890735600,90735600/0001  ,,25/10/2006,08:57,Belfast,028 9037 0030     ,00:00:29,0,0.05
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:03,Mobile Phone,07730 674808      ,00:00:08,0,0.045
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:04,Mobile Phone,07730 674808      ,00:00:02,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,09:06,Belfast,028 9047 1361     ,00:01:00,0,0.07
Local         ,2890735600,90735600/0001  ,,25/10/2006,09:08,Belfast,028 9076 5500     ,00:00:35,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,09:11,Pomeroy,028 8775 9362     ,00:00:24,0,0.065
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,09:13,0870 Numbers,0870 9074798      ,00:01:03,0,0.071
Local         ,2890735600,90735600/0001  ,,25/10/2006,09:13,Belfast,028 9024 1818     ,00:00:19,0,0.045
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:16,Mobile Phone,07730 674808      ,00:01:20,0,0.18
Local         ,2890735600,90735600/0001  ,,25/10/2006,09:17,Newtownards,028 9181 2168     ,00:00:56,0,0.07
0845 numbers       ,2890735600,90735600/0001  ,,25/10/2006,09:19,0845 Numbers,0845 2772200      ,00:05:18,0,0.179
0845 numbers       ,2890735600,90735600/0001  ,,25/10/2006,09:22,0845 Numbers,0845 1116666      ,00:02:28,0,0.083
Other         ,2890735600,90735600/0001  ,,25/10/2006,09:23,Special Svce,0871 2000171      ,00:04:50,0,0.412
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:26,Mobile Phone,07920 832282      ,00:00:26,0,0.09
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:31,Mobile Phone,07971 570334      ,00:00:03,0,0.04
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:31,Mobile Phone,07971 570334      ,00:00:03,0,0.04
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:34,Mobile Phone,07968 185481      ,00:00:03,0,0.04
Local         ,2890735600,90735600/0001  ,,25/10/2006,09:38,Lisburn,028 9262 5955     ,00:00:21,0,0.045
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,09:45,Mobile Phone,07971 570334      ,00:01:44,0,0.235
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,09:47,Singapore,6598374731,00:08:18,0,4.18
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,09:50,0870 Numbers,0870 9074798      ,00:04:01,0,0.271
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,09:59,0870 Numbers,0870 8509850      ,00:03:51,0,0.26
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:00,Mobile Phone,07734 901016      ,00:00:22,0,0.075
0845 numbers       ,2890735600,90735600/0001  ,,25/10/2006,10:03,0845 Numbers,0845 1116666      ,00:03:06,0,0.105
0845 numbers       ,2890735600,90735600/0001  ,,25/10/2006,10:04,0845 Numbers,0845 7125450      ,00:02:55,0,0.098
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:11,Belfast,028 9024 3686     ,00:00:52,0,0.065
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:14,Belfast,028 9024 9659     ,00:00:53,0,0.07
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:15,Mobile Phone,07710 744753      ,00:00:33,0,0.095
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:18,Belfast,028 9024 1818     ,00:00:18,0,0.045
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:21,Belfast,028 9032 1600     ,00:01:08,0,0.08
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:23,Belfast,028 9042 8600     ,00:04:51,0,0.225
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:25,Mobile Phone,07730 674808      ,00:03:14,0,0.39
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,10:30,Padiham,01282 776776      ,00:04:00,0,0.35
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:31,Belfast,028 9042 8600     ,00:02:55,0,0.15
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:37,Mobile Phone,07860 412645      ,00:00:49,0,0.12
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:37,Mobile Phone,07860 412645      ,00:00:11,0,0.055
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:38,Belfast,028 9031 9220     ,00:00:34,0,0.055
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:41,Mobile Phone,07813 157577      ,00:00:01,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,10:41,Kilrea,028 2954 0191     ,00:01:17,0,0.135
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:42,Ballynahinch,028 9756 5525     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:42,Newtownards,028 9181 3173     ,00:00:29,0,0.05
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:42,Mobile Phone,07841 560744      ,00:00:36,0,0.1
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:43,Belfast,028 9046 7771     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:43,Belfast,028 9024 8880     ,00:06:26,0,0.29
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:43,Belfast,028 9076 5500     ,00:03:58,0,0.19
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,10:43,Toomebridge,028 7965 0757     ,00:00:28,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,10:44,0870 Numbers,0870 9074798      ,00:02:28,0,0.166
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:47,Mobile Phone,07909 994990      ,00:04:10,0,0.595
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:52,Mobile Phone,07968 185481      ,00:02:45,0,0.355
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:53,Belfast,028 9087 0222     ,00:01:02,0,0.075
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,10:55,Mobile Phone,07920 186992      ,00:01:37,0,0.25
Local         ,2890735600,90735600/0001  ,,25/10/2006,10:55,Holywood,028 9042 5598     ,00:05:52,0,0.265
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,10:58,Glasgow,0141 530 8639     ,00:05:54,0,0.505
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:03,Belfast,028 9024 8686     ,00:01:43,0,0.1
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:04,Mobile Phone,07810 543560      ,00:00:51,0,0.15
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:08,Mobile Phone,07855 778085      ,00:00:25,0,0.08
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:08,Belfast,028 9069 2334     ,00:00:14,0,0.04
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:09,Antrim,028 9442 8288     ,00:06:08,0,0.28
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,11:11,Irish Rp mbl,3.53871E+11,00:00:26,0,0.225
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:27,Mobile Phone,07734 901016      ,00:00:05,0,0.04
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:27,Mobile Phone,07920 186336      ,00:00:15,0,0.065
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:33,Newtownards,028 9182 1010     ,00:15:55,0,0.67
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:34,Mobile Phone,07920 186622      ,00:00:56,0,0.16
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,11:35,Crossgar,028 4483 0091     ,00:01:20,0,0.14
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:35,Belfast,028 9065 3777     ,00:01:25,0,0.09
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:49,Belfast,028 9053 4333     ,00:01:15,0,0.08
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:50,Belfast,028 9037 0030     ,00:01:04,0,0.075
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,11:50,Irish Rp mbl,3.53871E+11,00:04:28,0,2.04
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:50,Mobile Phone,07876 654294      ,00:03:49,0,0.55
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,11:53,Mobile Phone,07917 544421      ,00:00:04,0,0.04
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:55,Crumlin,028 9442 3291     ,00:00:58,0,0.07
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:59,Belfast,028 9032 4343     ,00:00:43,0,0.06
Local         ,2890735600,90735600/0001  ,,25/10/2006,11:59,Belfast,028 9089 9422     ,00:00:56,0,0.07
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:05,Belfast,028 9028 4800     ,00:00:29,0,0.05
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,12:11,Irish Rp mbl,3.53864E+11,00:00:03,0,0.055
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:12,Mobile Phone,07919 496126      ,00:03:08,0,0.455
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:20,Mobile Phone,07917 544421      ,00:00:05,0,0.045
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:23,,28902654544,00:00:02,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:23,Belfast,028 9026 5454     ,00:00:35,0,0.055
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:24,Belfast,028 9056 5052     ,00:00:22,0,0.045
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:25,Belfast,028 9065 5052     ,00:08:21,0,0.365
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:35,Mobile Phone,07715 033550      ,00:03:06,0,0.375
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:35,Belfast,028 9066 6190     ,00:00:04,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:36,Belfast,028 9028 4800     ,00:01:34,0,0.095
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:37,Lisburn,028 9264 0827     ,00:21:58,0,0.91
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:38,Mobile Phone,07802 380005      ,00:00:07,0,0.045
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,12:39,Irish Rp mbl,3.53871E+11,00:00:31,0,0.265
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:40,Mobile Phone,07920 832227      ,00:02:38,0,0.39
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:41,Belfast,028 9024 8686     ,00:09:51,0,0.425
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:42,Mobile Phone,07730 674808      ,00:00:43,0,0.11
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:45,Mobile Phone,07973 480993      ,00:01:08,0,0.165
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,12:48,Ballymena,028 2565 2437     ,00:00:36,0,0.08
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:51,Mobile Phone,07968 185481      ,00:00:02,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,12:52,Newtwnstewrt,028 8166 1207     ,00:00:27,0,0.07
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:53,Belfast,028 9046 7771     ,00:00:07,0,0.035
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:53,Mobile Phone,07710 413131      ,00:00:29,0,0.085
Local         ,2890735600,90735600/0001  ,,25/10/2006,12:54,Belfast,028 9030 1188     ,00:00:59,0,0.07
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:58,Mobile Phone,07855 778085      ,00:00:01,0,0.035
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,12:59,Mobile Phone,07855 778085      ,00:00:20,0,0.07
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:04,Belfast,028 9024 3686     ,00:33:18,0,1.365
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:05,Mobile Phone,07768 460499      ,00:00:38,0,0.12
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:05,Belfast,028 9064 5391     ,00:02:05,0,0.115
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:07,Mobile Phone,07787 510659      ,00:00:09,0,0.055
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:10,Belfast,028 9065 0222     ,00:01:38,0,0.1
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:12,Belfast,028 9087 0222     ,00:01:33,0,0.095
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:13,Belfast,028 9028 4800     ,00:00:16,0,0.045
0845 numbers       ,2890735600,90735600/0001  ,,25/10/2006,13:14,0845 Numbers,0845 5842987      ,00:00:37,0,0.05
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:15,Mobile Phone,07734 901016      ,00:00:02,0,0.035
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:16,Mobile Phone,07880 504469      ,00:00:21,0,0.08
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:19,Belfast,028 9087 0222     ,00:01:57,0,0.11
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:22,Aghalee,028 9265 2265     ,00:00:05,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:23,Aghalee,028 9265 0111     ,00:04:21,0,0.205
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:23,Belfast,028 9087 0222     ,00:00:22,0,0.045
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:24,Lisburn,028 9262 9636     ,00:02:10,0,0.12
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:24,Belfast,028 9062 8877     ,00:01:19,0,0.085
Local         ,2890735600,90735600/0001  ,,25/10/2006,13:32,Belfast,028 9024 9659     ,00:00:28,0,0.05
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:39,Mobile Phone,07909 958323      ,00:01:11,0,0.195
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:39,Mobile Phone,07920 832282      ,00:03:22,0,0.49
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:45,Mobile Phone,07920 832282      ,00:00:46,0,0.135
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:51,Mobile Phone,07768 460499      ,00:01:26,0,0.225
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,13:53,Mobile Phone,07920 832227      ,00:01:08,0,0.185
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:00,Belfast,028 9024 8686     ,00:05:14,0,0.24
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:00,Belfast,028 9046 7771     ,00:00:05,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,14:03,Lurgan,028 3832 6601     ,00:01:06,0,0.12
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:08,Mobile Phone,07968 185481      ,00:00:52,0,0.135
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:16,Belfast,028 9066 2366     ,00:00:36,0,0.055
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:17,Belfast,028 9066 2366     ,00:20:05,0,0.835
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:17,Mobile Phone,07715 104763      ,00:00:59,0,0.14
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:20,Belfast,028 9037 0030     ,00:03:22,0,0.165
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:23,Belfast,028 9024 8686     ,00:00:25,0,0.05
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:24,Belfast,028 9066 6033     ,00:00:04,0,0.035
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:24,Belfast,028 9028 4800     ,00:01:04,0,0.075
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:26,Lisburn,028 9266 5362     ,00:10:36,0,0.455
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:27,Mobile Phone,07879 621634      ,00:00:25,0,0.09
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,14:37,,4.92118E+13,00:00:11,0,0.085
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,14:38,,4.92118E+13,00:00:35,0,0.205
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,14:39,Coleraine,028 7032 7112     ,00:00:36,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,14:42,Armagh,028 3752 5050     ,00:00:57,0,0.11
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,14:44,,4.92118E+13,00:00:45,0,0.255
Local         ,2890735600,90735600/0001  ,,25/10/2006,14:45,Crumlin,028 9442 1967     ,00:01:20,0,0.085
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:46,Mobile Phone,07968 185481      ,00:03:06,0,0.395
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:51,Mobile Phone,07802 380005      ,00:02:27,0,0.3
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:55,Mobile Phone,07917 544421      ,00:00:04,0,0.04
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,14:57,0870 Numbers,0870 7067483      ,00:02:01,0,0.136
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,14:58,Coalisland,028 8774 7900     ,00:01:07,0,0.12
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,14:58,Mobile Phone,07968 185481      ,00:01:44,0,0.235
Local         ,2890735600,90735600/0001  ,,25/10/2006,15:00,Belfast,028 9073 2273     ,00:00:20,0,0.045
Intnl         ,2890735600,90735600/0001  ,,25/10/2006,15:00,,4.92118E+13,00:00:26,0,0.16
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,15:01,Mobile Phone,07779 247916      ,00:00:39,0,0.11
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,15:03,0870 Numbers,0870 4781450      ,00:03:24,0,0.229
Local         ,2890735600,90735600/0001  ,,25/10/2006,15:05,Newtownards,028 9181 2168     ,00:00:50,0,0.065
Mobile        ,2890735600,90735600/0001  ,,25/10/2006,15:05,Mobile Phone,07789 174510      ,00:00:53,0,0.15
Local         ,2890735600,90735600/0001  ,,25/10/2006,15:21,Belfast,028 9087 0224     ,00:04:20,0,0.205
Ntnl          ,2890735600,90735600/0001  ,,25/10/2006,15:22,Newry,028 3025 4962     ,00:00:55,0,0.105
0870 numbers      ,2890735600,90735600/0001  ,,25/10/2006,15:24,0870 Numbers,0870 1540154      ,00:09:36,0,0.647
Local         ,2890735600,90735600/0001  ,,25/10/2006,15:26,Belfast,028 9037 0030     ,00:01:02,0,0.075
Local         ,2890735600,90735600/0001  ,,25/10/2006,15:26,Belfast,028 9066 2366     ,00:03:08,0,0.16
